单词等级,单词,词典
B2,bitter,"{""word"": ""bitter"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""having a sharp, pungent taste or smell; not sweet"", ""chinese"": ""有苦味的；苦涩的""}, ""example_sentences"": [{""english"": ""The medicine tastes bitter."", ""chinese"": ""这药味道很苦。""}], ""synonyms"": [""sour"", ""acrid""], ""antonyms"": [""sweet"", ""pleasant""]}], ""forms"": {}}"
B2,blame,"{""word"": ""blame"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To say or think that someone or something did something wrong or is responsible for something bad happening."", ""chinese"": ""责备；归咎于""}, ""example_sentences"": [{""english"": ""She blamed the accident on the driver."", ""chinese"": ""她把事故归咎于司机。""}], ""synonyms"": [""accuse"", ""criticize""], ""antonyms"": [""praise"", ""commend""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The responsibility for something bad or wrong."", ""chinese"": ""责任；责备""}, ""example_sentences"": [{""english"": ""He took the blame for the mistake."", ""chinese"": ""他承担了错误的责任。""}], ""synonyms"": [""responsibility"", ""fault""], ""antonyms"": [""credit"", ""praise""]}], ""forms"": {""verb"": {""base_form"": ""blame"", ""third_person_singular"": ""blames"", ""past_tense"": ""blamed"", ""past_participle"": ""blamed"", ""present_participle"": ""blaming""}}}"
B2,blind,"{""word"": ""blind"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""unable to see"", ""chinese"": ""失明的""}, ""example_sentences"": [{""english"": ""The blind man walked with a cane."", ""chinese"": ""盲人拄着拐杖走路。""}], ""synonyms"": [""sightless"", ""visionless""], ""antonyms"": [""sighted"", ""seeing""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a window covering that prevents light from coming in"", ""chinese"": ""窗帘""}, ""example_sentences"": [{""english"": ""She pulled the blinds down to keep the sun out."", ""chinese"": ""她拉下窗帘以遮挡阳光。""}]}], ""forms"": {""adjective"": {""base_form"": ""blind""}, ""noun"": {""singular"": ""blind"", ""plural"": ""blinds""}}}"
B2,bond,"{""word"": ""bond"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a connection or link between people or things"", ""chinese"": ""联系；纽带""}, ""example_sentences"": [{""english"": ""The family has a strong bond."", ""chinese"": ""这个家庭有着牢固的纽带。""}], ""synonyms"": [""connection"", ""link""], ""antonyms"": [""separation"", ""disconnection""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to form a close connection or relationship"", ""chinese"": ""建立紧密联系""}, ""example_sentences"": [{""english"": ""They bonded over their shared interests."", ""chinese"": ""他们因共同的兴趣而建立了紧密联系。""}]}], ""forms"": {""noun"": {""singular"": ""bond"", ""plural"": ""bonds""}, ""verb"": {""base_form"": ""bond"", ""third_person_singular"": ""bonds"", ""past_tense"": ""bonded"", ""past_participle"": ""bonded"", ""present_participle"": ""bonding""}}}"
B2,breast,"{""word"": ""breast"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the front part of the human chest, especially of a woman, where the breasts are"", ""chinese"": ""胸部，尤指女性的乳房""}, ""example_sentences"": [{""english"": ""She held her baby to her breast."", ""chinese"": ""她把宝宝抱在胸前。""}]}], ""forms"": {""noun"": {""singular"": ""breast"", ""plural"": ""breasts""}}}"
B2,brief,"{""word"": ""brief"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""lasting only for a short time; not long"", ""chinese"": ""持续时间短的；短暂的""}, ""example_sentences"": [{""english"": ""She had a brief conversation with her teacher."", ""chinese"": ""她和老师进行了简短的对话。""}], ""synonyms"": [""short"", ""quick""], ""antonyms"": [""long"", ""extended""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a short spoken or written statement that gives the main points"", ""chinese"": ""简短的口头或书面陈述，提供主要要点""}, ""example_sentences"": [{""english"": ""The lawyer gave the jury a brief about the case."", ""chinese"": ""律师向陪审团简要介绍了案件。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to give someone the necessary information or instructions for a particular job or activity"", ""chinese"": ""向某人提供特定工作或活动的必要信息或指示""}, ""example_sentences"": [{""english"": ""The manager briefed the team before the meeting."", ""chinese"": ""经理在会议前向团队做了简报。""}]}], ""forms"": {""adjective"": {""base_form"": ""brief""}, ""noun"": {""singular"": ""brief"", ""plural"": ""briefs""}, ""verb"": {""base_form"": ""brief"", ""third_person_singular"": ""briefs"", ""past_tense"": ""briefed"", ""past_participle"": ""briefed"", ""present_participle"": ""briefing""}}}"
B2,broad,"{""word"": ""broad"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""wide in extent from side to side"", ""chinese"": ""宽的；广阔的""}, ""example_sentences"": [{""english"": ""The river is very broad."", ""chinese"": ""这条河很宽。""}], ""synonyms"": [""wide"", ""expansive""], ""antonyms"": [""narrow""]}], ""forms"": {}}"
B2,broadcast,"{""word"": ""broadcast"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a program or message that is broadcast"", ""chinese"": ""广播节目或信息""}, ""example_sentences"": [{""english"": ""The news broadcast is at 7 p.m."", ""chinese"": ""新闻广播在晚上7点。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to send out a program or message by radio or television"", ""chinese"": ""通过广播或电视发送节目或信息""}, ""example_sentences"": [{""english"": ""The radio station broadcasts music 24 hours a day."", ""chinese"": ""广播电台全天24小时播放音乐。""}]}], ""forms"": {""noun"": {""singular"": ""broadcast"", ""plural"": ""broadcasts""}, ""verb"": {""base_form"": ""broadcast"", ""third_person_singular"": ""broadcasts"", ""past_tense"": ""broadcast"", ""past_participle"": ""broadcast"", ""present_participle"": ""broadcasting""}}}"
B2,budget,"{""word"": ""budget"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""An amount of money that is available to spend, or the plan of how it will be spent."", ""chinese"": ""预算；预算案""}, ""example_sentences"": [{""english"": ""We need to stick to our budget."", ""chinese"": ""我们需要坚持我们的预算。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To plan how to spend an amount of money."", ""chinese"": ""做预算；编制预算""}, ""example_sentences"": [{""english"": ""She budgets carefully for her trip."", ""chinese"": ""她为旅行仔细做预算。""}]}], ""forms"": {""noun"": {""singular"": ""budget"", ""plural"": ""budgets""}, ""verb"": {""base_form"": ""budget"", ""third_person_singular"": ""budgets"", ""past_tense"": ""budgeted"", ""past_participle"": ""budgeted"", ""present_participle"": ""budgeting""}}}"
B2,bullet,"{""word"": ""bullet"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a small metal object that is fired from a gun"", ""chinese"": ""子弹""}, ""example_sentences"": [{""english"": ""The soldier loaded a bullet into the gun."", ""chinese"": ""士兵把子弹装进了枪里。""}]}], ""forms"": {""noun"": {""singular"": ""bullet"", ""plural"": ""bullets""}}}"
B2,bunch,"{""word"": ""bunch"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a group of things or people of the same kind, considered together"", ""chinese"": ""一串；一束；一群""}, ""example_sentences"": [{""english"": ""She picked a bunch of flowers."", ""chinese"": ""她摘了一束花。""}, {""english"": ""There is a bunch of keys on the table."", ""chinese"": ""桌子上有一串钥匙。""}], ""synonyms"": [""group"", ""collection""], ""antonyms"": [""single"", ""individual""]}], ""forms"": {""noun"": {""singular"": ""bunch"", ""plural"": ""bunches""}}}"
B2,bush,"{""word"": ""bush"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a woody plant smaller than a tree and typically having several main stems arising at or near the ground"", ""chinese"": ""灌木；矮树丛""}, ""example_sentences"": [{""english"": ""She hid behind the bush."", ""chinese"": ""她躲在灌木丛后面。""}]}], ""forms"": {""noun"": {""singular"": ""bush"", ""plural"": ""bushes""}}}"
B2,cable,"{""word"": ""cable"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a thick, strong rope"", ""chinese"": ""粗绳；缆绳""}, ""example_sentences"": [{""english"": ""The boat was tied to the dock with a thick cable."", ""chinese"": ""船用一根粗缆绳系在码头上。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a system of wires carrying electricity or electronic signals"", ""chinese"": ""电缆；缆线""}, ""example_sentences"": [{""english"": ""The television was connected to the wall with a cable."", ""chinese"": ""电视机用一根电缆连接到墙上。""}]}], ""forms"": {""noun"": {""singular"": ""cable"", ""plural"": ""cables""}}}"
B2,calculate,"{""word"": ""calculate"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to find out how much something will cost, how long something will take, or how many people or things there are, by using numbers"", ""chinese"": ""通过使用数字来计算某物的成本、时间或数量""}, ""example_sentences"": [{""english"": ""She calculated the cost of the trip."", ""chinese"": ""她计算了旅行的费用。""}, {""english"": ""He calculated how long it would take to finish the project."", ""chinese"": ""他计算了完成项目需要多长时间。""}], ""synonyms"": [""compute"", ""estimate""], ""antonyms"": [""guess""]}], ""forms"": {""verb"": {""base_form"": ""calculate"", ""third_person_singular"": ""calculates"", ""past_tense"": ""calculated"", ""past_participle"": ""calculated"", ""present_participle"": ""calculating""}}}"
B2,cancel,"{""word"": ""cancel"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to decide that an event or arrangement will not happen"", ""chinese"": ""取消""}, ""example_sentences"": [{""english"": ""She canceled the meeting."", ""chinese"": ""她取消了会议。""}, {""english"": ""The flight was canceled due to bad weather."", ""chinese"": ""由于恶劣天气，航班被取消了。""}], ""synonyms"": [""call off"", ""scrap""], ""antonyms"": [""confirm"", ""arrange""]}], ""forms"": {""verb"": {""base_form"": ""cancel"", ""third_person_singular"": ""cancels"", ""past_tense"": ""canceled"", ""past_participle"": ""canceled"", ""present_participle"": ""canceling""}}}"
B2,cancer,"{""word"": ""cancer"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A disease in which abnormal cells divide uncontrollably and destroy body tissue."", ""chinese"": ""癌症，一种异常细胞不受控制地分裂并破坏身体组织的疾病。""}, ""example_sentences"": [{""english"": ""He was diagnosed with cancer last year."", ""chinese"": ""他去年被诊断出患有癌症。""}]}], ""forms"": {""noun"": {""singular"": ""cancer"", ""plural"": ""cancers""}}}"
B2,capable,"{""word"": ""capable"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""Having the ability or qualities to do something."", ""chinese"": ""有能力或有素质做某事的。""}, ""example_sentences"": [{""english"": ""She is capable of solving the problem."", ""chinese"": ""她有能力解决这个问题。""}], ""synonyms"": [""able"", ""competent""], ""antonyms"": [""incapable"", ""incompetent""]}], ""forms"": {}}"
B2,capacity,"{""word"": ""capacity"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the amount that something can hold"", ""chinese"": ""容量；容积""}, ""example_sentences"": [{""english"": ""The bottle has a capacity of one liter."", ""chinese"": ""这个瓶子的容量是一升。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the ability to do something"", ""chinese"": ""能力""}, ""example_sentences"": [{""english"": ""She has the capacity to learn languages quickly."", ""chinese"": ""她有快速学习语言的能力。""}]}], ""forms"": {""noun"": {""singular"": ""capacity"", ""plural"": ""capacities""}}}"
B2,capture,"{""word"": ""capture"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to take someone as a prisoner, especially in a war"", ""chinese"": ""俘虏，捕获""}, ""example_sentences"": [{""english"": ""The soldiers captured the enemy leader."", ""chinese"": ""士兵们俘虏了敌军首领。""}], ""synonyms"": [""seize"", ""apprehend""], ""antonyms"": [""release"", ""free""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the act of capturing or the state of being captured"", ""chinese"": ""捕获，俘虏""}, ""example_sentences"": [{""english"": ""The capture of the city was a great victory."", ""chinese"": ""占领这座城市是一个伟大的胜利。""}]}], ""forms"": {""verb"": {""base_form"": ""capture"", ""third_person_singular"": ""captures"", ""past_tense"": ""captured"", ""past_participle"": ""captured"", ""present_participle"": ""capturing""}}}"
B2,cast,"{""word"": ""cast"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""throw or drop something in a specified way"", ""chinese"": ""投掷或以特定方式放下某物""}, ""example_sentences"": [{""english"": ""He cast a stone into the river."", ""chinese"": ""他把一块石头扔进了河里。""}], ""synonyms"": [""throw"", ""toss""], ""antonyms"": [""catch""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a group of actors in a play or film"", ""chinese"": ""戏剧或电影中的一组演员""}, ""example_sentences"": [{""english"": ""The cast of the movie was very talented."", ""chinese"": ""这部电影的演员阵容非常出色。""}]}], ""forms"": {""verb"": {""base_form"": ""cast"", ""third_person_singular"": ""casts"", ""past_tense"": ""cast"", ""past_participle"": ""cast"", ""present_participle"": ""casting""}}}"
B2,cell,"{""word"": ""cell"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a small room in a prison"", ""chinese"": ""监狱中的小房间""}, ""example_sentences"": [{""english"": ""He was kept in a small cell."", ""chinese"": ""他被关在一个小牢房里。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the basic unit of a living organism"", ""chinese"": ""生物体的基本单位""}, ""example_sentences"": [{""english"": ""Cells are the building blocks of life."", ""chinese"": ""细胞是生命的基本组成部分。""}]}], ""forms"": {""noun"": {""singular"": ""cell"", ""plural"": ""cells""}}}"
B2,chairman,"{""word"": ""chairman"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a person who presides over a meeting or an organization"", ""chinese"": ""主席；董事长""}, ""example_sentences"": [{""english"": ""The chairman called the meeting to order."", ""chinese"": ""主席宣布会议开始。""}]}], ""forms"": {""noun"": {""singular"": ""chairman"", ""plural"": ""chairmen""}}}"
B2,characteristic,"{""word"": ""characteristic"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a feature or quality belonging to or specifically associated with a person or thing"", ""chinese"": ""特征；特性""}, ""example_sentences"": [{""english"": ""Loyalty is one of his most admirable characteristics."", ""chinese"": ""忠诚是他最令人钦佩的特质之一。""}], ""synonyms"": [""trait"", ""attribute""], ""antonyms"": [""non-characteristic""]}, {""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""typical of a particular person, place, or thing"", ""chinese"": ""特有的；典型的""}, ""example_sentences"": [{""english"": ""The characteristic smell of roses filled the room."", ""chinese"": ""房间里弥漫着玫瑰特有的香味。""}], ""synonyms"": [""typical"", ""distinctive""], ""antonyms"": [""unusual"", ""atypical""]}], ""forms"": {""noun"": {""singular"": ""characteristic"", ""plural"": ""characteristics""}, ""adjective"": {""base_form"": ""characteristic""}}}"
B2,chief,"{""word"": ""chief"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""most important or main"", ""chinese"": ""最重要的或主要的""}, ""example_sentences"": [{""english"": ""The chief reason for the party's success was its strong leadership."", ""chinese"": ""该党成功的最主要原因是其强大的领导力。""}], ""synonyms"": [""main"", ""principal""], ""antonyms"": [""minor"", ""secondary""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the person in charge of a group or organization"", ""chinese"": ""负责一个团体或组织的人""}, ""example_sentences"": [{""english"": ""The chief of the police department made a speech."", ""chinese"": ""警察局局长发表了讲话。""}]}], ""forms"": {""noun"": {""singular"": ""chief"", ""plural"": ""chiefs""}}}"
B2,circumstance,"{""word"": ""circumstance"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a condition or fact, especially one that is related to a particular event or action"", ""chinese"": ""情况，环境，状况""}, ""example_sentences"": [{""english"": ""We need to consider all the circumstances before making a decision."", ""chinese"": ""在做决定之前，我们需要考虑所有的情况。""}], ""synonyms"": [""situation"", ""condition""], ""antonyms"": [""ideal"", ""perfect""]}], ""forms"": {""noun"": {""singular"": ""circumstance"", ""plural"": ""circumstances""}}}"
B2,cite,"{""word"": ""cite"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To mention something as evidence or proof in a discussion, argument, or speech."", ""chinese"": ""在讨论、辩论或演讲中提及某事物作为证据或证明。""}, ""example_sentences"": [{""english"": ""She cited the recent study to support her argument."", ""chinese"": ""她引用了最近的研究来支持她的论点。""}]}], ""forms"": {""verb"": {""base_form"": ""cite"", ""third_person_singular"": ""cites"", ""past_tense"": ""cited"", ""past_participle"": ""cited"", ""present_participle"": ""citing""}}}"
B2,citizen,"{""word"": ""citizen"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a person who lives in a particular country and has rights because of being born there or being legally accepted as a member of that country"", ""chinese"": ""公民；市民""}, ""example_sentences"": [{""english"": ""She is a proud citizen of this country."", ""chinese"": ""她是这个国家的骄傲公民。""}, {""english"": ""Every citizen has the right to vote."", ""chinese"": ""每个公民都有投票权。""}], ""synonyms"": [""resident"", ""inhabitant""], ""antonyms"": [""foreigner"", ""alien""]}], ""forms"": {""noun"": {""singular"": ""citizen"", ""plural"": ""citizens""}}}"
B2,civil,"{""word"": ""civil"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""relating to ordinary citizens and their concerns, rather than military or religious matters"", ""chinese"": ""与普通公民及其关注的事务有关的，而非军事或宗教事务的""}, ""example_sentences"": [{""english"": ""He works in the civil service."", ""chinese"": ""他在政府机构工作。""}], ""synonyms"": [""public"", ""non-military""], ""antonyms"": [""military"", ""religious""]}], ""forms"": {}}"
B2,classic,"{""word"": ""classic"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""judged over a period of time to be of the highest quality and outstanding of its kind"", ""chinese"": ""经典的，一流的""}, ""example_sentences"": [{""english"": ""This is a classic example of a detective story."", ""chinese"": ""这是一个侦探故事的经典例子。""}], ""synonyms"": [""traditional"", ""timeless""], ""antonyms"": [""modern"", ""unusual""]}], ""forms"": {""noun"": {""singular"": ""classic"", ""plural"": ""classics""}}}"
B2,closely,"{""word"": ""closely"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""in a way that is near in space, time, or relationship"", ""chinese"": ""紧密地；密切地""}, ""example_sentences"": [{""english"": ""They sat closely together."", ""chinese"": ""他们紧挨着坐在一起。""}, {""english"": ""She watched the game closely."", ""chinese"": ""她密切关注着比赛。""}], ""synonyms"": [""tightly"", ""intimately""], ""antonyms"": [""loosely"", ""distantly""]}], ""forms"": {}}"
B2,collapse,"{""word"": ""collapse"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""fall down or in; break down"", ""chinese"": ""倒塌；崩溃""}, ""example_sentences"": [{""english"": ""The old building collapsed during the storm."", ""chinese"": ""那栋旧楼在暴风雨中倒塌了。""}, {""english"": ""He collapsed from exhaustion."", ""chinese"": ""他因筋疲力尽而倒下了。""}], ""synonyms"": [""fall"", ""crumble""], ""antonyms"": [""stand"", ""hold""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a sudden fall down or in; a breakdown"", ""chinese"": ""倒塌；崩溃""}, ""example_sentences"": [{""english"": ""The collapse of the bridge caused many problems."", ""chinese"": ""桥的倒塌引发了许多问题。""}, {""english"": ""The company's collapse was unexpected."", ""chinese"": ""公司的倒闭出乎意料。""}], ""synonyms"": [""fall"", ""breakdown""], ""antonyms"": [""rise"", ""stability""]}], ""forms"": {""verb"": {""base_form"": ""collapse"", ""third_person_singular"": ""collapses"", ""past_tense"": ""collapsed"", ""past_participle"": ""collapsed"", ""present_participle"": ""collapsing""}}}"
B2,combination,"{""word"": ""combination"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A group of things or people that are put together or considered as a unit."", ""chinese"": ""一组事物或人被视为一个整体。""}, ""example_sentences"": [{""english"": ""The combination of red and yellow makes orange."", ""chinese"": ""红色和黄色的组合形成橙色。""}, {""english"": ""She used a combination of herbs to make the soup."", ""chinese"": ""她用多种香草来煮汤。""}]}], ""forms"": {""noun"": {""singular"": ""combination"", ""plural"": ""combinations""}}}"
B2,comfort,"{""word"": ""comfort"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a state of physical ease and freedom from pain or constraint"", ""chinese"": ""舒适，安逸""}, ""example_sentences"": [{""english"": ""She found comfort in her warm bed."", ""chinese"": ""她在温暖的床上找到了舒适。""}], ""synonyms"": [""ease"", ""relaxation""], ""antonyms"": [""discomfort"", ""pain""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to give comfort or sympathy to someone in pain or misfortune"", ""chinese"": ""安慰，慰问""}, ""example_sentences"": [{""english"": ""Her friends tried to comfort her after the loss."", ""chinese"": ""她的朋友们在她失去亲人后试图安慰她。""}], ""synonyms"": [""console"", ""soothe""], ""antonyms"": [""upset"", ""distress""]}], ""forms"": {""noun"": {""singular"": ""comfort"", ""plural"": ""comforts""}, ""verb"": {""base_form"": ""comfort"", ""third_person_singular"": ""comforts"", ""past_tense"": ""comforted"", ""past_participle"": ""comforted"", ""present_participle"": ""comforting""}}}"
B2,command,"{""word"": ""command"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""An order given to a person or an instruction to a machine"", ""chinese"": ""命令；指令""}, ""example_sentences"": [{""english"": ""The general gave a command to his soldiers."", ""chinese"": ""将军向他的士兵下达了命令。""}], ""synonyms"": [""order"", ""instruction""], ""antonyms"": [""obedience"", ""compliance""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To give an order or instruction to someone"", ""chinese"": ""命令；指挥""}, ""example_sentences"": [{""english"": ""The officer commanded his troops to advance."", ""chinese"": ""军官命令他的部队前进。""}], ""synonyms"": [""order"", ""instruct""], ""antonyms"": [""obey"", ""follow""]}], ""forms"": {""noun"": {""singular"": ""command"", ""plural"": ""commands""}, ""verb"": {""base_form"": ""command"", ""third_person_singular"": ""commands"", ""past_tense"": ""commanded"", ""past_participle"": ""commanded"", ""present_participle"": ""commanding""}}}"
B2,commission,"{""word"": ""commission"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""an official order to perform a task"", ""chinese"": ""正式任务的委托""}, ""example_sentences"": [{""english"": ""She received a commission to paint a portrait."", ""chinese"": ""她接到一个画肖像的委托。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to officially ask someone to do a task"", ""chinese"": ""正式委托某人做某事""}, ""example_sentences"": [{""english"": ""The company commissioned a study on consumer behavior."", ""chinese"": ""公司委托进行了一项关于消费者行为的研究。""}]}], ""forms"": {""noun"": {""singular"": ""commission"", ""plural"": ""commissions""}, ""verb"": {""base_form"": ""commission"", ""third_person_singular"": ""commissions"", ""past_tense"": ""commissioned"", ""past_participle"": ""commissioned"", ""present_participle"": ""commissioning""}}}"
B2,commitment,"{""word"": ""commitment"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A promise to do something or to behave in a certain way."", ""chinese"": ""承诺；保证""}, ""example_sentences"": [{""english"": ""She made a commitment to exercise every day."", ""chinese"": ""她承诺每天锻炼。""}], ""synonyms"": [""promise"", ""pledge""], ""antonyms"": [""indifference"", ""reluctance""]}], ""forms"": {""noun"": {""singular"": ""commitment"", ""plural"": ""commitments""}}}"
B2,committee,"{""word"": ""committee"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a group of people chosen to do a particular job or for special duties"", ""chinese"": ""委员会；委员""}, ""example_sentences"": [{""english"": ""The committee meets every Monday."", ""chinese"": ""委员会每周一开会。""}]}], ""forms"": {""noun"": {""singular"": ""committee"", ""plural"": ""committees""}}}"
B2,commonly,"{""word"": ""commonly"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""frequently or generally"", ""chinese"": ""频繁地或通常地""}, ""example_sentences"": [{""english"": ""She commonly eats breakfast at 7 a.m."", ""chinese"": ""她通常在早上7点吃早餐。""}, {""english"": ""This mistake is commonly made by students."", ""chinese"": ""这个错误学生通常会犯。""}], ""synonyms"": [""usually"", ""frequently"", ""generally""], ""antonyms"": [""rarely"", ""infrequently"", ""seldom""]}]}"
B2,complicated,"{""word"": ""complicated"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""difficult to understand or deal with"", ""chinese"": ""复杂的；难懂的""}, ""example_sentences"": [{""english"": ""The math problem was too complicated for me."", ""chinese"": ""这道数学题对我来说太复杂了。""}], ""synonyms"": [""complex"", ""intricate""], ""antonyms"": [""simple"", ""easy""]}], ""forms"": {}}"
B2,component,"{""word"": ""component"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A part of a machine or system that has a particular function"", ""chinese"": ""机器或系统中具有特定功能的部件""}, ""example_sentences"": [{""english"": ""The car has many different components."", ""chinese"": ""这辆车有许多不同的部件。""}], ""synonyms"": [""part"", ""element""], ""antonyms"": [""whole"", ""unit""]}], ""forms"": {""noun"": {""singular"": ""component"", ""plural"": ""components""}}}"
B2,concentration,"{""word"": ""concentration"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The ability to focus all your attention on one thing"", ""chinese"": ""集中注意力""}, ""example_sentences"": [{""english"": ""She needs to improve her concentration in class."", ""chinese"": ""她需要在课堂上提高注意力。""}]}], ""forms"": {""noun"": {""singular"": ""concentration"", ""plural"": ""concentrations""}}}"
B2,concept,"{""word"": ""concept"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""An idea or thought, especially one that is new or original."", ""chinese"": ""概念；观念；想法""}, ""example_sentences"": [{""english"": ""The concept of time is important in physics."", ""chinese"": ""时间概念在物理学中很重要。""}, {""english"": ""She had a new concept for the design of the building."", ""chinese"": ""她对建筑设计有一个新概念。""}], ""synonyms"": [""idea"", ""notion"", ""thought""], ""antonyms"": [""reality"", ""fact""]}], ""forms"": {""noun"": {""singular"": ""concept"", ""plural"": ""concepts""}}}"
B2,concern,"{""word"": ""concern"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a feeling of worry or interest"", ""chinese"": ""担忧；关心""}, ""example_sentences"": [{""english"": ""I have a concern about my health."", ""chinese"": ""我对我的健康有些担忧。""}], ""synonyms"": [""worry"", ""anxiety""], ""antonyms"": [""indifference""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to affect or involve someone or something"", ""chinese"": ""影响；涉及""}, ""example_sentences"": [{""english"": ""This issue concerns everyone."", ""chinese"": ""这个问题关系到每个人。""}]}], ""forms"": {""noun"": {""singular"": ""concern"", ""plural"": ""concerns""}, ""verb"": {""base_form"": ""concern"", ""third_person_singular"": ""concerns"", ""past_tense"": ""concerned"", ""past_participle"": ""concerned"", ""present_participle"": ""concerning""}}}"
B2,concerned,"{""word"": ""concerned"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""worried or anxious about something"", ""chinese"": ""担心的；忧虑的""}, ""example_sentences"": [{""english"": ""She is concerned about her friend's health."", ""chinese"": ""她担心她朋友的健康。""}], ""synonyms"": [""worried"", ""anxious""], ""antonyms"": [""unconcerned"", ""carefree""]}], ""forms"": {""adjective"": {""base_form"": ""concerned""}}}"
